student_id,major_code,registration_date,status
S1498,BIO,2024-12-06,pending
S1499,BUS,2025-04-19,cancelled
S1500,LAW,2024-08-02,pending
S1501,CS,2024-11-17,
S1502,CS,2024-11-29,pending
S1503,CS,2025-01-11,
S1504,LAW,2024-12-28,cancelled
S1505,ENG,2025-04-24,active
S1506,UNKNOWN,2025-03-04,cancelled
S1507,LAW,2024-12-03,
S1508,ENG,2099-99-99,cancelled
S1509,BUS,2024-09-13,active
S1510,CS,2025-01-24,invalid
S1511,LAW,2024-09-27,invalid
S1512,ENG,2024-08-23,active
S1513,CS,2024-11-05,
S1514,BUS,2024-05-30,active
S1515,LAW,2024-07-31,invalid
S1516,UNKNOWN,2025-03-24,pending
S1517,LAW,2025-04-25,pending
S1518,CS,2025-03-24,pending
S1519,LAW,2024-05-19,
X3830,UNKNOWN,2025-04-01,active
S1521,CS,2025-04-25,invalid
S1522,BIO,2025-02-23,active
S1523,LAW,2024-07-01,
S1524,BUS,2025-04-06,
S1525,ENG,2025-02-25,pending
S1526,BIO,2024-11-28,pending
S1527,UNKNOWN,2024-08-22,pending
S1528,ENG,2025-05-09,active
S1529,CS,2024-10-27,pending
S1530,ENG,2024-09-19,invalid
S1531,LAW,2025-01-06,cancelled
S1532,ENG,2024-07-22,invalid
S1533,LAW,2024-11-19,cancelled
S1534,CS,2099-99-99,cancelled
S1535,LAW,2024-12-29,active
S1536,BIO,2025-04-20,active
S1537,CS,2025-04-19,invalid
S1538,LAW,2024-10-19,cancelled
S1539,ENG,2024-08-14,active
S1540,LAW,2025-02-06,invalid
S1541,BUS,2025-03-14,cancelled
S1542,BUS,2024-07-16,cancelled
S1543,LAW,2024-08-19,active
S1544,BIO,2024-08-19,pending
S1545,BUS,2025-01-23,
S1546,LAW,2025-05-06,
S1547,CS,2024-08-03,active
S1548,CS,2024-08-20,pending
S1549,LAW,2025-03-15,active
S1550,BUS,2025-04-08,cancelled
S1551,LAW,2025-03-21,cancelled
S1552,ENG,2024-11-24,invalid
S1553,CS,2024-05-22,cancelled
S1554,LAW,2024-10-17,cancelled
S1555,BIO,2024-05-14,active
S1556,UNKNOWN,2025-03-10,active
S1557,BIO,2024-11-06,
S1558,BUS,2025-02-26,pending
S1559,CS,2025-01-11,invalid
S1560,BUS,2024-08-11,active
S1561,LAW,2024-08-15,pending
S1562,LAW,2024-10-12,cancelled
S1563,BIO,2025-05-02,pending
S1564,BIO,2025-03-26,invalid
S1565,UNKNOWN,2024-09-27,invalid
S1566,LAW,2024-06-24,cancelled
S1567,BIO,2025-02-09,
S1568,UNKNOWN,2024-12-03,active
S1569,BIO,2025-02-24,cancelled
X6689,LAW,2024-07-26,cancelled
S1571,CS,2024-07-16,
S1572,BUS,2025-03-04,pending
S1573,CS,2024-08-28,cancelled
S1574,UNKNOWN,2025-03-22,
S1575,CS,2024-11-29,
S1576,LAW,2024-08-08,active
S1577,LAW,2025-04-19,cancelled
S1578,BIO,2024-10-28,cancelled
S1579,CS,2025-04-05,cancelled
S1580,LAW,2024-12-14,active
X2585,LAW,2024-07-16,invalid
S1582,CS,2024-07-03,pending
S1583,CS,2025-03-01,active
X7053,BUS,2024-08-27,invalid
S1585,ENG,2025-01-20,invalid
S1586,LAW,2024-07-20,invalid
S1587,BIO,2025-04-19,pending
S1588,BIO,2025-01-18,
S1589,BIO,2024-12-27,
S1590,ENG,2024-12-01,invalid
S1591,BIO,2025-04-01,cancelled
S1592,ENG,2024-07-03,
S1593,CS,2024-12-21,invalid
S1594,BUS,2099-99-99,cancelled
S1595,ENG,2099-99-99,active
S1596,ENG,2024-10-17,pending
S1597,CS,2025-05-01,active
S1598,BUS,2024-11-28,
S1599,UNKNOWN,2025-04-10,
S1600,CS,2024-06-20,pending
S1601,LAW,2025-04-17,active
S1602,BIO,2024-07-31,pending
S1603,BUS,2024-11-21,cancelled
S1604,BIO,2025-02-27,invalid
S1605,CS,2025-02-23,
S1606,BIO,2025-05-04,cancelled
S1607,CS,2024-05-20,pending
S1608,LAW,2024-06-11,
S1609,BIO,2024-12-06,pending
S1610,UNKNOWN,2024-10-20,
X9603,ENG,2024-10-24,active
S1612,BIO,2025-05-06,invalid
S1613,CS,2025-04-26,
S1614,LAW,2025-03-03,cancelled
S1615,BUS,2024-06-15,
S1616,BUS,2024-12-27,
S1617,LAW,2024-08-06,pending
S1618,BUS,2025-05-14,cancelled
S1619,UNKNOWN,2024-10-31,cancelled
S1620,CS,2024-07-23,cancelled
S1621,LAW,2024-09-21,invalid
S1622,CS,2024-11-20,active
S1623,LAW,2024-05-21,active
S1624,LAW,2024-09-25,pending
S1625,CS,2024-08-13,invalid
S1626,CS,2025-04-29,active
S1627,BIO,2024-09-12,pending
S1628,LAW,2024-10-08,invalid
S1629,LAW,2025-01-09,pending
S1630,LAW,2024-07-11,active
S1631,BUS,2025-03-07,invalid
X3329,BIO,2025-02-09,active
S1633,LAW,2025-01-07,invalid
S1634,ENG,2024-07-31,pending
S1635,CS,2025-01-14,cancelled
S1636,LAW,2024-08-25,cancelled
S1637,CS,2024-12-25,pending
S1638,UNKNOWN,2025-04-24,
S1639,CS,2024-08-15,active
S1640,UNKNOWN,2025-04-09,invalid
S1641,BUS,2024-07-25,pending
S1642,ENG,2024-08-02,active
S1643,ENG,2025-01-26,active
S1644,ENG,2024-07-31,pending
S1645,LAW,2024-10-13,active
S1646,UNKNOWN,2025-04-26,active
S1647,LAW,2025-05-01,invalid
S1648,UNKNOWN,2024-08-25,active
S1649,CS,2024-11-17,invalid
S1650,LAW,2024-11-09,cancelled
S1651,BUS,2024-09-01,invalid
S1652,ENG,2024-10-01,active
S1653,CS,2025-03-15,invalid
S1654,LAW,2024-12-01,
S1655,BUS,2024-06-04,
S1656,BUS,2025-01-01,invalid
S1657,BIO,2024-12-01,invalid
S1658,BUS,2025-02-14,active
S1659,BUS,2025-05-03,
S1660,BIO,2099-99-99,invalid
X8497,CS,2024-09-10,active
S1662,CS,2024-08-20,active
S1663,ENG,2024-08-25,active
S1664,BIO,2024-07-27,active
S1665,UNKNOWN,2024-06-07,active
X9654,ENG,2024-10-14,cancelled
S1667,ENG,2024-11-18,invalid
S1668,CS,2024-12-06,cancelled
S1669,BIO,2024-10-21,invalid
S1670,BIO,2024-06-10,active
X9829,BIO,2024-09-07,pending
S1672,BIO,2024-08-02,pending
S1673,UNKNOWN,2024-10-18,active
S1674,BUS,2025-01-19,pending
S1675,BUS,2025-03-10,
S1676,BIO,2024-06-18,cancelled
S1677,LAW,2024-05-15,pending
S1678,ENG,2024-10-16,cancelled
S1679,BUS,2025-01-31,cancelled
S1680,LAW,2024-08-11,cancelled
S1681,BIO,2024-10-07,
S1682,BIO,2024-09-30,
S1683,BUS,2024-09-17,pending
X4710,ENG,2024-06-27,
S1685,ENG,2025-02-03,active
S1686,CS,2024-11-16,cancelled
S1687,ENG,2024-12-14,pending
S1688,ENG,2024-09-14,pending
S1689,BIO,2024-06-27,pending
S1690,BIO,2024-06-14,active
S1691,BIO,2024-08-09,invalid
S1692,BIO,2024-07-20,
S1693,BIO,2024-05-16,cancelled
S1694,LAW,2024-06-29,pending
S1695,LAW,2024-12-01,
S1696,LAW,2025-03-08,cancelled
S1697,ENG,2025-04-23,
S1698,BIO,2024-09-18,cancelled
S1699,BIO,2024-07-17,cancelled
S1700,CS,2025-04-21,
S1701,CS,2024-10-21,active
S1702,CS,2024-09-21,invalid
S1703,LAW,2024-07-25,
S1704,LAW,2024-12-09,active
S1705,BIO,2024-07-15,cancelled
S1706,BIO,2099-99-99,pending
S1707,CS,2025-04-15,pending
S1708,ENG,2024-09-01,active
S1709,BUS,2025-05-13,invalid
X2334,CS,2024-12-27,invalid
S1711,LAW,2024-11-17,cancelled
S1712,CS,2025-05-08,
S1713,LAW,2025-03-17,pending
S1714,LAW,2025-05-01,pending
S1715,CS,2024-07-11,cancelled
S1716,LAW,2024-09-11,invalid
S1717,LAW,2025-04-27,
S1718,UNKNOWN,2024-11-22,cancelled
S1719,UNKNOWN,2025-01-20,invalid
X5703,CS,2024-05-26,cancelled
S1721,UNKNOWN,2024-10-10,cancelled
S1722,CS,2025-01-30,pending
S1723,BIO,2024-05-19,pending
S1724,BIO,2024-11-06,active
S1725,BIO,2025-04-17,
S1726,BUS,2024-12-03,pending
S1727,UNKNOWN,2024-09-08,pending
S1728,ENG,2025-01-03,active
S1729,CS,2024-07-05,active
S1730,BIO,2024-07-16,
S1731,LAW,2025-03-24,pending
S1732,UNKNOWN,2024-05-19,cancelled
S1733,LAW,2025-04-27,active
S1734,BIO,2025-03-17,pending
S1735,CS,2024-06-17,invalid
S1736,BIO,2024-12-31,invalid
S1737,UNKNOWN,2025-02-13,
X5125,ENG,2024-10-01,invalid
S1739,LAW,2025-04-11,active
S1740,BUS,2024-12-21,active
S1741,ENG,2024-06-19,invalid
S1742,ENG,2025-02-19,pending
S1743,CS,2024-06-10,cancelled
S1744,CS,2024-06-20,
S1745,BUS,2024-07-29,active
S1746,CS,2024-08-23,active
S1747,BUS,2024-07-22,pending
S1748,LAW,2024-05-14,invalid
S1749,BIO,2024-08-28,
S1750,UNKNOWN,2025-02-09,cancelled
S1751,ENG,2024-08-06,active
S1752,ENG,2024-06-06,invalid
S1753,UNKNOWN,2024-09-02,invalid
S1754,CS,2024-05-21,active
S1755,LAW,2025-04-19,cancelled
S1756,BIO,2024-12-30,pending
S1757,ENG,2024-08-13,pending
S1758,BIO,2025-01-27,cancelled
S1759,CS,2024-09-19,active
S1760,ENG,2024-11-13,invalid
S1761,ENG,2024-06-15,cancelled
S1762,BIO,2024-10-03,
S1763,LAW,2025-04-10,
S1764,BIO,2024-10-12,active
S1765,BUS,2025-03-01,pending
X5691,ENG,2024-06-17,pending
S1767,LAW,2025-03-01,invalid
S1768,LAW,2024-07-23,active
S1769,CS,2099-99-99,
S1770,ENG,2024-11-24,cancelled
S1771,BUS,2024-07-28,cancelled
S1772,BIO,2024-09-14,active
S1773,ENG,2025-02-03,pending
S1774,ENG,2024-05-17,active
S1775,LAW,2024-05-22,invalid
S1776,BUS,2025-01-30,
S1777,LAW,2025-03-07,active
S1778,BUS,2024-10-03,active
S1779,ENG,2024-08-08,
S1780,CS,2024-10-26,
S1781,LAW,2025-03-06,invalid
S1782,BUS,2024-08-17,
S1783,BUS,2025-04-02,pending
S1784,BUS,2024-08-29,
S1785,ENG,2025-03-04,cancelled
S1786,CS,2025-03-29,
S1787,CS,2025-04-23,pending
S1788,LAW,2024-12-02,cancelled
S1789,BUS,2025-02-03,pending
S1790,ENG,2024-10-10,pending
S1791,ENG,2024-06-06,invalid
S1792,ENG,2024-06-21,pending
S1793,BIO,2025-02-28,pending
S1794,ENG,2024-09-29,active
S1795,UNKNOWN,2024-11-26,active
S1796,ENG,2024-06-19,
S1797,LAW,2024-07-22,invalid
S1798,LAW,2025-01-19,cancelled
S1799,ENG,2024-06-09,pending
S1800,BIO,2024-11-29,
S1801,CS,2024-09-18,invalid
S1802,LAW,2025-02-24,invalid
S1803,ENG,2025-01-30,pending
S1804,BIO,2024-09-02,
S1805,CS,2024-09-22,invalid
S1806,BUS,2024-10-01,cancelled
S1807,LAW,2024-06-12,cancelled
S1808,LAW,2025-04-06,active
S1809,BUS,2024-10-08,
S1810,CS,2025-01-16,pending
X8472,BIO,2024-08-17,cancelled
S1812,CS,2024-09-16,
S1813,CS,2024-08-27,pending
S1814,BIO,2024-08-15,pending
S1815,ENG,2025-02-25,active
S1816,BUS,2024-11-01,pending
S1817,UNKNOWN,2024-10-16,active
S1818,ENG,2024-11-13,pending
S1819,BIO,2024-12-18,
S1820,BUS,2024-06-14,pending
S1821,BIO,2025-02-13,pending
S1822,BUS,2099-99-99,active
S1823,BIO,2024-07-20,cancelled
S1824,CS,2025-04-12,active
S1825,CS,2024-05-14,cancelled
S1826,ENG,2024-10-15,active
S1827,BIO,2024-12-04,active
S1828,LAW,2099-99-99,cancelled
X8872,CS,2024-06-22,pending
S1830,BUS,2025-04-20,cancelled
S1831,CS,2024-06-30,cancelled
S1832,BIO,2025-04-22,active
S1833,BUS,2025-05-10,pending
X4728,UNKNOWN,2024-09-20,pending
S1835,ENG,2024-08-19,
S1836,BIO,2025-01-08,active
S1837,BIO,2025-01-18,cancelled
S1838,BIO,2025-01-16,invalid
S1839,CS,2024-07-16,invalid
S1840,LAW,2024-10-15,cancelled
S1841,BIO,2024-09-18,pending
S1842,LAW,2024-06-29,
S1843,ENG,2025-01-21,pending
S1844,BIO,2024-07-05,invalid
S1845,ENG,2024-08-21,cancelled
S1846,ENG,2025-02-12,cancelled
S1847,BIO,2025-03-28,cancelled
S1848,UNKNOWN,2099-99-99,invalid
S1849,BUS,2024-11-01,cancelled
S1850,ENG,2024-05-23,invalid
S1851,BIO,2025-04-19,cancelled
S1852,BIO,2025-03-23,cancelled
S1853,BUS,2025-03-03,active
X6673,LAW,2025-01-15,invalid
S1855,UNKNOWN,2025-01-28,invalid
S1856,BUS,2025-02-04,pending
S1857,LAW,2024-07-31,active
S1858,LAW,2024-07-23,active
S1859,LAW,2024-08-07,pending
S1860,BUS,2024-06-02,invalid
S1861,BUS,2024-10-06,
S1862,ENG,2024-11-01,
S1863,BIO,2024-07-13,cancelled
S1864,BUS,2024-09-16,active
S1865,LAW,2024-08-03,active
S1866,ENG,2024-09-20,invalid
S1867,LAW,2025-04-04,invalid
S1868,BIO,2024-09-12,cancelled
S1869,ENG,2024-10-03,pending
S1870,LAW,2024-10-01,pending
S1871,CS,2024-08-27,pending
S1872,LAW,2024-07-19,pending
S1873,LAW,2024-07-11,active
S1874,LAW,2024-11-03,active
S1875,ENG,2024-10-27,invalid
S1876,CS,2024-07-16,
S1877,BIO,2025-01-31,pending
S1878,CS,2025-05-04,pending
S1879,CS,2024-06-01,active
S1880,BUS,2024-05-29,cancelled
S1881,UNKNOWN,2024-12-01,cancelled
S1882,UNKNOWN,2025-04-16,pending
S1883,CS,2025-05-04,
S1884,UNKNOWN,2025-01-09,invalid
S1885,UNKNOWN,2024-08-12,
S1886,ENG,2024-09-09,invalid
S1887,UNKNOWN,2025-03-12,active
S1888,LAW,2025-05-10,pending
S1889,LAW,2024-09-18,active
S1890,BIO,2024-12-18,invalid
S1891,CS,2024-10-28,active
S1892,CS,2024-10-06,invalid
S1893,BIO,2024-12-01,active
S1894,BIO,2024-09-08,pending
S1895,BUS,2024-08-18,active
S1896,ENG,2025-02-12,active
S1897,LAW,2025-01-10,pending
S1898,CS,2025-03-26,invalid
S1899,BUS,2024-06-19,pending
S1900,BIO,2025-04-05,cancelled
S1901,ENG,2024-11-21,
S1902,LAW,2024-05-23,
S1903,BUS,2024-11-15,cancelled
S1904,BUS,2025-02-23,invalid
S1905,BIO,2024-11-29,
S1906,BUS,2024-07-12,active
S1907,ENG,2024-11-12,invalid
S1908,CS,2025-04-11,cancelled
S1909,CS,2024-09-06,
S1910,BIO,2024-08-11,cancelled
S1911,CS,2025-01-22,cancelled
S1912,LAW,2024-08-03,cancelled
X4044,LAW,2025-04-19,active
S1914,CS,2024-08-24,
X9966,LAW,2025-03-14,pending
S1916,LAW,2024-12-11,pending
S1917,LAW,2024-11-30,active
S1918,ENG,2024-07-28,cancelled
S1919,CS,2025-03-09,
S1920,LAW,2024-05-16,pending
S1921,BIO,2024-06-26,pending
S1922,LAW,2024-08-16,pending
S1923,CS,2099-99-99,
S1924,LAW,2099-99-99,cancelled
S1925,BIO,2024-11-18,pending
S1926,ENG,2024-11-02,
S1927,LAW,2025-02-16,cancelled
S1928,ENG,2024-05-21,
S1929,BUS,2025-03-24,pending
S1930,CS,2024-12-28,active
S1931,BUS,2024-08-29,invalid
S1932,BIO,2024-06-14,invalid
S1933,BIO,2099-99-99,cancelled
S1934,LAW,2025-01-17,cancelled
S1935,BUS,2024-12-31,
S1936,BUS,2024-09-05,pending
S1937,CS,2024-11-02,
S1938,ENG,2025-05-07,invalid
S1939,LAW,2025-03-16,active
S1940,CS,2024-12-23,invalid
S1941,BIO,2025-02-01,invalid
S1942,LAW,2025-02-21,pending
S1943,LAW,2024-05-16,active
S1944,BIO,2024-10-31,invalid
X9197,BIO,2025-01-10,invalid
S1946,ENG,2025-04-09,
S1947,ENG,2024-06-15,cancelled
S1948,ENG,2024-12-17,pending
S1949,BIO,2024-10-20,active
S1950,ENG,2025-01-20,cancelled
S1951,BIO,2024-11-22,invalid
S1952,ENG,2025-03-27,active
S1953,CS,2025-04-25,
S1954,ENG,2024-07-31,cancelled
S1955,CS,2024-09-29,cancelled
S1956,LAW,2024-12-13,pending
S1957,BIO,2024-10-10,active
S1958,ENG,2024-11-22,
S1959,UNKNOWN,2025-01-28,pending
S1960,BUS,2024-05-19,cancelled
S1961,BIO,2025-04-26,active
S1962,BUS,2024-09-03,pending
S1963,BIO,2025-01-07,cancelled
S1964,BIO,2025-01-06,
S1965,CS,2024-09-19,cancelled
S1966,LAW,2024-05-30,
S1967,UNKNOWN,2025-03-14,active
S1968,BUS,2024-09-30,pending
S1969,BUS,2024-06-14,invalid
S1970,CS,2024-10-06,pending
S1971,ENG,2025-03-23,cancelled
S1972,UNKNOWN,2025-04-06,active
S1973,BIO,2024-06-17,active
X2906,BUS,2024-06-01,pending
S1975,CS,2025-05-08,
S1976,BUS,2024-12-22,cancelled
S1977,LAW,2025-03-02,active
S1978,ENG,2024-11-28,invalid
S1979,LAW,2024-10-04,invalid
S1980,UNKNOWN,2024-09-29,pending
S1981,BUS,2024-06-27,cancelled
S1982,BIO,2024-07-01,pending
S1983,BIO,2025-02-04,cancelled
S1984,LAW,2024-05-29,pending
S1985,LAW,2024-10-03,active
S1986,BUS,2024-12-19,invalid
S1987,CS,2024-11-11,pending
S1988,BIO,2024-10-21,cancelled
S1989,ENG,2025-03-27,pending
S1990,BIO,2024-06-17,pending
S1991,LAW,2024-12-09,active
S1992,CS,2024-11-19,cancelled
S1993,LAW,2024-12-30,invalid
S1994,CS,2024-10-22,
S1995,BUS,2024-09-09,
S1996,LAW,2025-01-05,invalid
S1997,CS,2099-99-99,invalid
S1998,UNKNOWN,2099-99-99,invalid
S1999,ENG,2025-03-26,pending
